tipo,strike,vencimiento,oi,gamma,gex_contrib
call,585.0,2026-08-24,2,0.00037685593342742953,383.6368055591207
call,600.0,2026-08-24,10,0.0004879644685649745,2483.72273515855
call,610.0,2026-08-24,2,0.0005887496593921227,599.3431934294034
call,620.0,2026-08-24,11,0.00072079192192995,4035.687307293013
call,640.0,2026-08-24,31,0.0011526763040514785,18187.959234652608
call,665.0,2026-08-24,3,0.002436165423533551,3720.0000238737193
call,670.0,2026-08-24,8,0.0029443978744594893,11989.508930687693
call,675.0,2026-08-24,20,0.0036070159426067434,36719.17969387483
call,680.0,2026-08-24,24,0.0013168201114398524,16086.168200806274
call,684.0,2026-08-24,15,0.0016455163904959638,12563.434635425687
call,685.0,2026-08-24,41,0.0008971652752789098,18722.818429030813
call,686.0,2026-08-24,7,0.0013507322950271213,4812.627370383066
call,688.0,2026-08-24,2,0.0022459752388960842,2286.387687142256
call,690.0,2026-08-24,37,0.00261734715636934,49292.17332487514
call,691.0,2026-08-24,1,0.0021776551125192913,1108.4191290002143
call,694.0,2026-08-24,2,0.010200641392076892,10384.184329325693
call,695.0,2026-08-24,31,0.0030479659286902555,48093.536637110104
call,697.0,2026-08-24,15,0.012888360336778482,98401.98103412731
call,698.0,2026-08-24,18,0.004873803282173828,44653.49064780228
call,700.0,2026-08-24,97,0.007165222730632243,353766.20456313336
call,701.0,2026-08-24,70,0.008944597696036827,318693.9103143884
call,703.0,2026-08-24,225,0.009721977670024327,1113402.1364649392
call,704.0,2026-08-24,97,0.016818840273635904,830391.1144758982
call,705.0,2026-08-24,176,0.02169921277419356,1943889.4339789548
call,706.0,2026-08-24,96,0.02468758642781632,1206326.2530690318
call,707.0,2026-08-24,117,0.03272145192913766,1948647.7521135542
call,709.0,2026-08-24,440,0.05194742675089283,11634068.829394339
call,710.0,2026-08-24,1538,0.06292513410624088,49260112.37479435
call,711.0,2026-08-24,1178,0.07263370706884587,43551028.28633581
call,712.0,2026-08-24,1243,0.08188475496569715,51807077.67810076
call,713.0,2026-08-24,1218,0.08729267690621256,54117785.00651543
call,714.0,2026-08-24,820,0.08835003494083303,36875293.95030365
call,715.0,2026-08-24,1705,0.08553207214822794,74228090.73203808
call,716.0,2026-08-24,821,0.07882716882113892,32940789.113280732
call,717.0,2026-08-24,1017,0.06815965269020255,35282815.582168505
call,718.0,2026-08-24,1152,0.05552728736580633,32559209.32097635
call,719.0,2026-08-24,685,0.0424596233101487,14804086.75154077
call,720.0,2026-08-24,2464,0.030651636901209037,38442293.37581934
call,721.0,2026-08-24,705,0.020603953195545505,7393576.735448102
call,722.0,2026-08-24,1146,0.013140557761052872,7665020.66740631
call,723.0,2026-08-24,393,0.0076877199839503335,1537818.282137726
call,724.0,2026-08-24,439,0.00458750132705261,1025074.9864098866
call,725.0,2026-08-24,2511,0.002950927060507676,3771552.006644305
call,726.0,2026-08-24,989,0.0017496999010289656,880794.8605084185
call,727.0,2026-08-24,411,0.0011422886639747454,238964.06739070307
call,728.0,2026-08-24,5402,0.0007154380131912014,1967168.2419683943
call,729.0,2026-08-24,291,0.0006038817515953329,89445.77020062879
call,730.0,2026-08-24,2207,0.0003143898498094719,353171.5914637258
call,731.0,2026-08-24,521,0.00027694266119393176,73441.66215381271
call,732.0,2026-08-24,773,0.0002464649797396665,96972.73083924118
call,733.0,2026-08-24,471,0.0002213253566356621,53059.96910980204
call,734.0,2026-08-24,2218,0.00020034033687492932,226175.13307072088
call,735.0,2026-08-24,3900,0.00016661692631767658,330749.07518991904
call,736.0,2026-08-24,901,0.00015331853192317787,70312.79405349352
call,737.0,2026-08-24,535,5.265757097929947e-05,14339.35170181793
call,738.0,2026-08-24,300,5.6479813641616124e-05,8624.410562007208
call,739.0,2026-08-24,218,4.905220024343092e-05,5442.894282469709
call,740.0,2026-08-24,6032,4.292597234721275e-05,131794.22702783256
call,741.0,2026-08-24,283,3.7829772694670915e-05,5449.229264552464
call,742.0,2026-08-24,6025,3.355660985172747e-05,102908.21443789425
call,743.0,2026-08-24,479,2.9946953054486005e-05,7301.34833150851
call,744.0,2026-08-24,196,2.6876655396763355e-05,2681.3049337494053
call,745.0,2026-08-24,474,2.4248225017370743e-05,5850.2336048277
call,746.0,2026-08-24,214,2.6373902135785833e-05,2872.7846836917756
call,747.0,2026-08-24,30,2.395506163404282e-05,365.7913743857404
call,748.0,2026-08-24,178,2.1852725750221157e-05,1979.887577399127
call,749.0,2026-08-24,57,2.366738813485866e-05,686.6573952441266
call,750.0,2026-08-24,425,2.1709639898919976e-05,4696.306822859583
call,751.0,2026-08-24,266,1.9986557831030704e-05,2706.0421322837915
call,752.0,2026-08-24,101,1.8463623990169105e-05,949.190174456576
call,753.0,2026-08-24,73,1.71122257080274e-05,635.8347697032997
call,754.0,2026-08-24,143,1.5908517773021395e-05,1157.9256327857036
call,755.0,2026-08-24,371,1.4832526376061494e-05,2800.940942646401
call,756.0,2026-08-24,145,1.3867439013381097e-05,1023.4795743020571
call,757.0,2026-08-24,220,1.2999038378507248e-05,1455.6227003957674
call,758.0,2026-08-24,63,1.2215248459002467e-05,391.7037843666868
call,759.0,2026-08-24,79,1.1505768603837545e-05,462.6554045868092
call,760.0,2026-08-24,427,1.0861776964647844e-05,2360.715593692579
call,765.0,2026-08-24,773,8.391846175265068e-06,3301.8088056886068
call,770.0,2026-08-24,234,6.7633488170860175e-06,805.5501019768998
call,775.0,2026-08-24,113,5.638792864605307e-06,324.3243063983424
call,780.0,2026-08-24,639,4.8327971235938315e-06,1571.8617120309593
call,785.0,2026-08-24,7,3.4279365816790183e-06,12.213657345473152
call,790.0,2026-08-24,4,3.098858602713103e-06,6.3092344303141354
call,795.0,2026-08-24,1,2.843661886552951e-06,1.4474143372582402
call,800.0,2026-08-24,70,2.1931979052417427e-06,78.14312507587806
call,810.0,2026-08-24,3,1.989726725207933e-06,3.0382926355385695
call,825.0,2026-08-24,2,1.337015967881974e-06,1.3610732627579818
call,835.0,2026-08-24,2,1.1457116233180099e-06,1.1663267266729043
call,840.0,2026-08-24,1,1.0000719803029716e-06,0.5090332748157426
put,505.0,2026-08-24,15,5.855422605714307e-08,-0.4470585622517754
put,540.0,2026-08-24,3,7.563182932879717e-08,-0.11548904035451424
put,575.0,2026-08-24,4916,5.270851252095778e-07,-1318.8868782224695
put,585.0,2026-08-24,845,6.841900827364142e-07,-294.2716312967696
put,590.0,2026-08-24,2040,2.0148617429068212e-07,-209.21380167090396
put,595.0,2026-08-24,25,8.906169463790457e-07,-11.33302576591484
put,600.0,2026-08-24,3387,7.806908075466617e-07,-1345.8887882439449
put,620.0,2026-08-24,3121,4.074281784901522e-06,-6472.316464109994
put,625.0,2026-08-24,1549,4.867742020249351e-06,-3837.902029352501
put,630.0,2026-08-24,57,5.0908645144804215e-06,-147.700276309968
put,635.0,2026-08-24,70,6.141714977031552e-06,-218.8278588464501
put,640.0,2026-08-24,127,7.4786563848328666e-06,-483.4395906225269
put,645.0,2026-08-24,237,9.208182657210807e-06,-1110.8033594627098
put,650.0,2026-08-24,278,1.0543541110258249e-05,-1491.9222971245915
