tipo,strike,vencimiento,oi,gamma,gex_contrib
call,595.0,2026-09-17,4.0,0.0,0.0
call,645.0,2026-09-17,6.0,0.0,0.0
call,655.0,2026-09-17,9.0,0.0,0.0
call,665.0,2026-09-17,15.0,0.0,0.0
call,690.0,2026-09-17,4.0,0.0,0.0
call,695.0,2026-09-17,15.0,0.0,0.0
call,700.0,2026-09-17,12.0,0.0,0.0
call,705.0,2026-09-17,107.0,0.0,0.0
call,720.0,2026-09-17,5.0,0.0,0.0
call,725.0,2026-09-17,13.0,0.0,0.0
call,730.0,2026-09-17,7.0,0.0,0.0
call,732.0,2026-09-17,3.0,0.0,0.0
call,735.0,2026-09-17,39.0,0.0,0.0
call,737.0,2026-09-17,5.0,0.0,0.0
call,740.0,2026-09-17,37.0,0.0,0.0
call,741.0,2026-09-17,20.0,0.0,0.0
call,742.0,2026-09-17,3.0,0.0,0.0
call,743.0,2026-09-17,11.0,0.0,0.0
call,744.0,2026-09-17,26.0,0.0,0.0
call,745.0,2026-09-17,74.0,0.0,0.0
call,746.0,2026-09-17,221.0,0.0,0.0
call,747.0,2026-09-17,40.0,0.0,0.0
call,748.0,2026-09-17,33.0,0.0,0.0
call,749.0,2026-09-17,37.0,0.0,0.0
call,750.0,2026-09-17,238.0,0.0,0.0
call,751.0,2026-09-17,48.0,0.0,0.0
call,752.0,2026-09-17,184.0,0.0,0.0
call,753.0,2026-09-17,452.0,0.0,0.0
call,754.0,2026-09-17,164.0,0.0,0.0
call,755.0,2026-09-17,1158.0,0.0,0.0
call,756.0,2026-09-17,492.0,0.0,0.0
call,757.0,2026-09-17,1018.0,0.0,0.0
call,758.0,2026-09-17,1628.0,0.0,0.0
call,759.0,2026-09-17,1317.0,0.0,0.0
call,760.0,2026-09-17,4826.0,0.0,0.0
call,761.0,2026-09-17,1545.0,0.0,0.0
call,762.0,2026-09-17,1538.0,0.0,0.0
call,763.0,2026-09-17,1776.0,0.0,0.0
call,764.0,2026-09-17,981.0,0.0,0.0
call,765.0,2026-09-17,2712.0,0.0,0.0
call,766.0,2026-09-17,1408.0,0.0,0.0
call,767.0,2026-09-17,1395.0,0.0,0.0
call,768.0,2026-09-17,1087.0,0.0,0.0
call,769.0,2026-09-17,1052.0,0.0,0.0
call,770.0,2026-09-17,3496.0,0.0,0.0
call,771.0,2026-09-17,1762.0,0.0,0.0
call,772.0,2026-09-17,1420.0,0.0,0.0
call,773.0,2026-09-17,1061.0,0.0,0.0
call,774.0,2026-09-17,2274.0,0.0,0.0
call,775.0,2026-09-17,4653.0,0.0,0.0
call,776.0,2026-09-17,951.0,0.0,0.0
