tipo,strike,vencimiento,oi,gamma,gex_contrib
call,610.0,2026-09-21,0.0,0.00020621493863191175,0.0
call,630.0,2026-09-21,0.0,0.00028930397555760684,0.0
call,695.0,2026-09-21,0.0,0.0011326943958955074,0.0
call,705.0,2026-09-21,1.0,0.0019494638237887924,1131.0236624050076
call,710.0,2026-09-21,0.0,0.0022889208651730875,0.0
call,715.0,2026-09-21,0.0,0.003834911437736532,0.0
call,718.0,2026-09-21,0.0,0.003583199572848346,0.0
call,720.0,2026-09-21,0.0,0.0032614652703460215,0.0
call,725.0,2026-09-21,0.0,0.0040118820436319666,0.0
call,730.0,2026-09-21,1.0,0.005083045099968766,2949.038712584677
call,735.0,2026-09-21,0.0,0.0058137118984529276,0.0
call,738.0,2026-09-21,0.0,0.007006189358297351,0.0
call,740.0,2026-09-21,14.0,0.00799418305328104,64931.97831288695
call,741.0,2026-09-21,0.0,0.008569630988012781,0.0
call,742.0,2026-09-21,0.0,0.009239328209061393,0.0
call,744.0,2026-09-21,0.0,0.010757010530892163,0.0
call,745.0,2026-09-21,2.0,0.011695530666745222,13570.830878783614
call,746.0,2026-09-21,0.0,0.012759423642563189,0.0
call,747.0,2026-09-21,1.0,0.013968200977227613,8103.954345646169
call,749.0,2026-09-21,12.0,0.016940005941166777,117937.33637080394
call,750.0,2026-09-21,90.0,0.018786813038460172,980961.8852912607
call,751.0,2026-09-21,54.0,0.020979781014657032,657281.2161915012
call,752.0,2026-09-21,10.0,0.023589231192920584,136858.03415055334
call,753.0,2026-09-21,17.0,0.02666938453091965,263037.9585242178
call,754.0,2026-09-21,40.0,0.030367637002982988,704737.6945922911
call,755.0,2026-09-21,1212.0,0.034805474900582827,24474097.974365927
call,756.0,2026-09-21,380.0,0.04015239581721408,8852207.208256267
call,757.0,2026-09-21,2223.0,0.04658341906279899,60079641.7568048
call,758.0,2026-09-21,1378.0,0.05415056213036889,43292104.44259657
call,759.0,2026-09-21,1843.0,0.06290862078359845,67265443.44081041
call,760.0,2026-09-21,4628.0,0.07252429605075875,194730232.75221577
call,761.0,2026-09-21,2374.0,0.08189378253565974,112794560.43689789
call,762.0,2026-09-21,2399.0,0.08893248253168035,123779058.29938829
call,763.0,2026-09-21,2046.0,0.09112614447735243,108169578.08743769
call,764.0,2026-09-21,1667.0,0.08654427919831825,83700967.02994287
call,765.0,2026-09-21,7650.0,0.07500005755470211,332873745.2670539
call,766.0,2026-09-21,1721.0,0.05815928737520684,58070619.26973534
call,767.0,2026-09-21,2082.0,0.0401391525663863,48484780.63534247
call,768.0,2026-09-21,1876.0,0.024452396355711406,26614037.925348602
call,769.0,2026-09-21,1257.0,0.013614007365365591,9928365.791193217
call,770.0,2026-09-21,31504.0,0.007422345444410883,135663610.93931568
call,771.0,2026-09-21,3569.0,0.0032946114264092463,6821930.001417538
call,772.0,2026-09-21,2009.0,0.0015415680310454142,1796797.5333412979
call,773.0,2026-09-21,2529.0,0.0007878345813048367,1155953.5413507172
call,774.0,2026-09-21,1604.0,0.0006197104129573594,576699.6239039013
call,775.0,2026-09-21,1931.0,0.0005333523190223273,597520.7232776987
call,776.0,2026-09-21,926.0,0.00020111615066195304,108047.43101598813
call,777.0,2026-09-21,2275.0,0.0001603611228845197,211659.12684821637
call,778.0,2026-09-21,644.0,0.00013032826510150775,48694.621230131335
call,779.0,2026-09-21,234.0,0.00010771319436764809,14623.161406005058
call,780.0,2026-09-21,2196.0,0.00010405903645453134,132577.14016222814
call,781.0,2026-09-21,1074.0,0.00010068973807799335,62740.21507006154
call,782.0,2026-09-21,581.0,8.603401697014684e-05,29000.32358578628
call,783.0,2026-09-21,2070.0,7.430340763222178e-05,89235.07386595044
call,784.0,2026-09-21,376.0,6.479612131890264e-05,14134.920344042926
call,785.0,2026-09-21,491.0,5.700277646908947e-05,16238.055160241574
call,786.0,2026-09-21,1659.0,5.0547875283021066e-05,48652.571762747684
call,787.0,2026-09-21,1400.0,4.515064800171428e-05,36673.176950293164
call,788.0,2026-09-21,1010.0,4.059838673609984e-05,23789.573752851054
call,789.0,2026-09-21,6906.0,3.6727985114070866e-05,147156.75020608303
call,790.0,2026-09-21,6747.0,4.11543572771362e-05,161095.3646739985
call,791.0,2026-09-21,221.0,3.747061552422563e-05,4804.405013893204
call,792.0,2026-09-21,485.0,3.428400452011207e-05,9646.944786725777
call,793.0,2026-09-21,26.0,3.151102738137113e-05,475.3269315199083
call,794.0,2026-09-21,530.0,2.9084620568218907e-05,8943.258472845699
call,795.0,2026-09-21,543.0,2.6950495561240255e-05,8490.30116229395
call,797.0,2026-09-21,170.0,2.338992311583908e-05,2306.92898791713
call,798.0,2026-09-21,115.0,2.189707629133588e-05,1460.967256170152
call,800.0,2026-09-21,935.0,1.9360358580066082e-05,10502.229832905668
call,801.0,2026-09-21,242.0,1.8278013025649905e-05,2566.261207579713
call,806.0,2026-09-21,483.0,1.2172184634319835e-05,3410.9250198898635
call,808.0,2026-09-21,114.0,9.62095040824276e-06,636.3255154822674
call,809.0,2026-09-21,323.0,9.279654685164457e-06,1738.9650295807724
call,810.0,2026-09-21,1156.0,8.963297524807241e-06,6011.49038999827
call,815.0,2026-09-21,47.0,7.681438301358534e-06,209.45798202760017
call,830.0,2026-09-21,20.0,4.435329782964999e-06,51.46505284056577
call,835.0,2026-09-21,21.0,3.350359740792668e-06,40.819459207948505
call,845.0,2026-09-21,87.0,2.567779383265342e-06,129.6084959349537
call,865.0,2026-09-21,100.0,1.7961785074169195e-06,104.20918659796284
call,870.0,2026-09-21,902.0,1.5518019535076301e-06,812.0809865996187
call,875.0,2026-09-21,374.0,1.358743989899448e-06,294.82597870260224
call,880.0,2026-09-21,32.0,1.2041857765835906e-06,22.356302743397166
