tipo,strike,vencimiento,oi,gamma,gex_contrib
call,315.0,2026-08-21,11.0,0.0,0.0
call,320.0,2026-08-21,9.0,0.0,0.0
call,325.0,2026-08-21,14.0,0.0,0.0
call,330.0,2026-08-21,19.0,0.0,0.0
call,335.0,2026-08-21,32.0,0.0,0.0
call,340.0,2026-08-21,22.0,0.0,0.0
call,345.0,2026-08-21,17.0,0.0,0.0
call,350.0,2026-08-21,26.0,0.0,0.0
call,355.0,2026-08-21,2.0,0.0,0.0
call,360.0,2026-08-21,2.0,0.0,0.0
call,365.0,2026-08-21,1.0,0.0,0.0
call,370.0,2026-08-21,36.0,0.0,0.0
call,375.0,2026-08-21,1.0,0.0,0.0
call,380.0,2026-08-21,10.0,0.0,0.0
call,385.0,2026-08-21,11.0,0.0,0.0
call,390.0,2026-08-21,30.0,0.0,0.0
call,395.0,2026-08-21,0.0,0.0,0.0
call,400.0,2026-08-21,195.0,0.0,0.0
call,405.0,2026-08-21,5.0,0.0,0.0
call,410.0,2026-08-21,6.0,0.0,0.0
call,415.0,2026-08-21,11.0,0.0,0.0
call,420.0,2026-08-21,3.0,0.0,0.0
call,425.0,2026-08-21,3.0,0.0,0.0
call,430.0,2026-08-21,5.0,0.0,0.0
call,435.0,2026-08-21,14.0,0.0,0.0
call,440.0,2026-08-21,16.0,0.0,0.0
call,445.0,2026-08-21,12.0,0.0,0.0
call,450.0,2026-08-21,110.0,0.0,0.0
call,455.0,2026-08-21,4.0,0.0,0.0
call,460.0,2026-08-21,65.0,0.0,0.0
call,465.0,2026-08-21,30.0,0.0,0.0
call,470.0,2026-08-21,18.0,0.0,0.0
call,475.0,2026-08-21,29.0,0.0,0.0
call,480.0,2026-08-21,37.0,0.0,0.0
call,485.0,2026-08-21,56.0,0.0,0.0
call,490.0,2026-08-21,35.0,0.0,0.0
call,495.0,2026-08-21,11.0,0.0,0.0
call,500.0,2026-08-21,38.0,0.0,0.0
call,505.0,2026-08-21,104.0,0.0,0.0
call,510.0,2026-08-21,104.0,0.0,0.0
call,515.0,2026-08-21,288.0,0.0,0.0
call,520.0,2026-08-21,92.0,0.0,0.0
call,525.0,2026-08-21,51.0,0.0,0.0
call,530.0,2026-08-21,146.0,0.0,0.0
call,535.0,2026-08-21,38.0,0.0,0.0
call,540.0,2026-08-21,94.0,0.0,0.0
call,545.0,2026-08-21,18.0,0.0,0.0
call,550.0,2026-08-21,282.0,0.0,0.0
call,555.0,2026-08-21,263.0,0.0,0.0
call,560.0,2026-08-21,170.0,0.0,0.0
call,565.0,2026-08-21,161.0,0.0,0.0
call,570.0,2026-08-21,262.0,0.0,0.0
call,575.0,2026-08-21,152.0,0.0,0.0
call,580.0,2026-08-21,293.0,0.0,0.0
call,585.0,2026-08-21,1011.0,0.0,0.0
call,590.0,2026-08-21,476.0,0.0,0.0
call,595.0,2026-08-21,297.0,0.0,0.0
call,600.0,2026-08-21,1423.0,0.0,0.0
call,605.0,2026-08-21,555.0,0.0,0.0
