tipo,strike,vencimiento,oi,gamma,gex_contrib
call,465.0,2026-09-16,5.0,0.0,0.0
call,540.0,2026-09-16,59.0,0.0,0.0
call,645.0,2026-09-16,1.0,0.0,0.0
call,649.0,2026-09-16,5.0,0.0,0.0
call,650.0,2026-09-16,1.0,0.0,0.0
call,660.0,2026-09-16,0.0,0.0,0.0
call,665.0,2026-09-16,24.0,0.0,0.0
call,668.0,2026-09-16,1.0,0.0,0.0
call,670.0,2026-09-16,11.0,0.0,0.0
call,675.0,2026-09-16,11.0,0.0,0.0
call,679.0,2026-09-16,3.0,0.0,0.0
call,680.0,2026-09-16,33.0,0.0,0.0
call,684.0,2026-09-16,2.0,0.0,0.0
call,685.0,2026-09-16,36.0,0.0,0.0
call,689.0,2026-09-16,2.0,0.0,0.0
call,690.0,2026-09-16,41.0,0.0,0.0
call,691.0,2026-09-16,3.0,0.0,0.0
call,694.0,2026-09-16,9.0,0.0,0.0
call,695.0,2026-09-16,95.0,0.0,0.0
call,696.0,2026-09-16,44.0,0.0,0.0
call,697.0,2026-09-16,22.0,0.0,0.0
call,698.0,2026-09-16,49.0,0.0,0.0
call,699.0,2026-09-16,28.0,0.0,0.0
call,700.0,2026-09-16,373.0,0.0,0.0
call,701.0,2026-09-16,99.0,0.0,0.0
call,702.0,2026-09-16,274.0,0.0,0.0
call,703.0,2026-09-16,386.0,0.0,0.0
call,704.0,2026-09-16,534.0,0.0,0.0
call,705.0,2026-09-16,1294.0,0.0,0.0
call,706.0,2026-09-16,710.0,0.0,0.0
call,707.0,2026-09-16,743.0,0.0,0.0
call,708.0,2026-09-16,987.0,0.0,0.0
call,709.0,2026-09-16,1086.0,0.0,0.0
call,710.0,2026-09-16,3042.0,0.0,0.0
call,711.0,2026-09-16,1146.0,0.0,0.0
call,712.0,2026-09-16,1660.0,0.0,0.0
call,713.0,2026-09-16,1424.0,0.0,0.0
call,714.0,2026-09-16,1074.0,0.0,0.0
call,715.0,2026-09-16,1669.0,0.0,0.0
call,716.0,2026-09-16,1360.0,0.0,0.0
call,717.0,2026-09-16,755.0,0.0,0.0
call,718.0,2026-09-16,1675.0,0.0,0.0
call,719.0,2026-09-16,2372.0,0.0,0.0
call,720.0,2026-09-16,2491.0,0.0,0.0
call,721.0,2026-09-16,1226.0,0.0,0.0
call,722.0,2026-09-16,1668.0,0.0,0.0
call,723.0,2026-09-16,1201.0,0.0,0.0
call,724.0,2026-09-16,1178.0,0.0,0.0
call,725.0,2026-09-16,5590.0,0.0,0.0
