tipo,strike,vencimiento,oi,gamma,gex_contrib
call,570.0,2026-09-24,0.0,0.0,0.0
call,575.0,2026-09-24,0.0,0.0,0.0
call,580.0,2026-09-24,0.0,0.0,0.0
call,585.0,2026-09-24,0.0,0.0,0.0
call,590.0,2026-09-24,0.0,0.0,0.0
call,595.0,2026-09-24,0.0,0.0,0.0
call,600.0,2026-09-24,0.0,0.0,0.0
call,605.0,2026-09-24,0.0,0.0,0.0
call,610.0,2026-09-24,0.0,0.0,0.0
call,615.0,2026-09-24,0.0,0.0,0.0
call,620.0,2026-09-24,0.0,0.0,0.0
call,625.0,2026-09-24,0.0,0.0,0.0
call,630.0,2026-09-24,0.0,0.0,0.0
call,635.0,2026-09-24,0.0,0.0,0.0
call,640.0,2026-09-24,0.0,0.0,0.0
call,645.0,2026-09-24,0.0,0.0,0.0
call,650.0,2026-09-24,0.0,0.0,0.0
call,655.0,2026-09-24,0.0,0.0,0.0
call,660.0,2026-09-24,0.0,0.0,0.0
call,675.0,2026-09-24,0.0,0.0,0.0
call,680.0,2026-09-24,0.0,0.0,0.0
call,685.0,2026-09-24,0.0,0.0,0.0
call,690.0,2026-09-24,0.0,0.0,0.0
call,695.0,2026-09-24,8.0,0.0,0.0
call,700.0,2026-09-24,11.0,0.0,0.0
call,705.0,2026-09-24,26.0,0.0,0.0
call,710.0,2026-09-24,15.0,0.0,0.0
call,715.0,2026-09-24,7.0,0.0,0.0
call,718.0,2026-09-24,6.0,0.0,0.0
call,719.0,2026-09-24,14.0,0.0,0.0
call,720.0,2026-09-24,16.0,0.0,0.0
call,721.0,2026-09-24,12.0,0.0,0.0
call,722.0,2026-09-24,6.0,0.0,0.0
call,723.0,2026-09-24,10.0,0.0,0.0
call,724.0,2026-09-24,13.0,0.0,0.0
call,725.0,2026-09-24,7.0,0.0,0.0
call,726.0,2026-09-24,6.0,0.0,0.0
call,727.0,2026-09-24,5.0,0.0,0.0
call,728.0,2026-09-24,9.0,0.0,0.0
call,729.0,2026-09-24,7.0,0.0,0.0
call,730.0,2026-09-24,28.0,0.0,0.0
call,731.0,2026-09-24,21.0,0.0,0.0
call,732.0,2026-09-24,11.0,0.0,0.0
call,733.0,2026-09-24,36.0,0.0,0.0
call,734.0,2026-09-24,16.0,0.0,0.0
call,735.0,2026-09-24,33.0,0.0,0.0
call,736.0,2026-09-24,13.0,0.0,0.0
call,737.0,2026-09-24,11.0,0.0,0.0
call,738.0,2026-09-24,44.0,0.0,0.0
call,739.0,2026-09-24,30.0,0.0,0.0
call,740.0,2026-09-24,27.0,0.0,0.0
call,741.0,2026-09-24,10.0,0.0,0.0
call,742.0,2026-09-24,50.0,0.0,0.0
call,743.0,2026-09-24,19.0,0.0,0.0
call,744.0,2026-09-24,31.0,0.0,0.0
call,745.0,2026-09-24,29.0,0.0,0.0
call,746.0,2026-09-24,139.0,0.0,0.0
call,747.0,2026-09-24,25.0,0.0,0.0
call,748.0,2026-09-24,78.0,0.0,0.0
call,749.0,2026-09-24,191.0,0.0,0.0
call,750.0,2026-09-24,255.0,0.0,0.0
call,751.0,2026-09-24,902.0,0.0,0.0
call,752.0,2026-09-24,322.0,0.0,0.0
call,753.0,2026-09-24,629.0,0.0,0.0
call,754.0,2026-09-24,302.0,0.0,0.0
call,755.0,2026-09-24,1419.0,0.0,0.0
call,756.0,2026-09-24,244.0,0.0,0.0
call,757.0,2026-09-24,367.0,0.0,0.0
call,758.0,2026-09-24,798.0,0.0,0.0
call,759.0,2026-09-24,1823.0,0.0,0.0
call,760.0,2026-09-24,2131.0,0.0,0.0
call,761.0,2026-09-24,1219.0,0.0,0.0
call,762.0,2026-09-24,506.0,0.0,0.0
call,763.0,2026-09-24,710.0,0.0,0.0
call,764.0,2026-09-24,503.0,0.0,0.0
call,765.0,2026-09-24,1484.0,0.0,0.0
call,766.0,2026-09-24,698.0,0.0,0.0
call,767.0,2026-09-24,843.0,0.0,0.0
call,768.0,2026-09-24,839.0,0.0,0.0
call,769.0,2026-09-24,859.0,0.0,0.0
call,770.0,2026-09-24,1826.0,0.0,0.0
call,771.0,2026-09-24,5837.0,0.0,0.0
call,772.0,2026-09-24,1307.0,0.0,0.0
call,773.0,2026-09-24,2522.0,0.0,0.0
call,774.0,2026-09-24,1735.0,0.0,0.0
call,775.0,2026-09-24,3239.0,0.0,0.0
call,776.0,2026-09-24,3953.0,0.0,0.0
call,777.0,2026-09-24,2482.0,0.0,0.0
call,778.0,2026-09-24,5324.0,0.0,0.0
call,779.0,2026-09-24,1364.0,0.0,0.0
call,780.0,2026-09-24,4037.0,0.0,0.0
call,781.0,2026-09-24,1756.0,0.0,0.0
call,782.0,2026-09-24,1734.0,0.0,0.0
call,783.0,2026-09-24,880.0,0.0,0.0
call,784.0,2026-09-24,3614.0,0.0,0.0
call,785.0,2026-09-24,1009.0,0.0,0.0
call,786.0,2026-09-24,1077.0,0.0,0.0
call,787.0,2026-09-24,660.0,0.0,0.0
call,788.0,2026-09-24,893.0,0.0,0.0
call,789.0,2026-09-24,1562.0,0.0,0.0
call,790.0,2026-09-24,2712.0,0.0,0.0
call,791.0,2026-09-24,872.0,0.0,0.0
call,792.0,2026-09-24,324.0,0.0,0.0
call,793.0,2026-09-24,263.0,0.0,0.0
call,794.0,2026-09-24,753.0,0.0,0.0
call,795.0,2026-09-24,1493.0,0.0,0.0
call,796.0,2026-09-24,1393.0,0.0,0.0
call,797.0,2026-09-24,157.0,0.0,0.0
call,798.0,2026-09-24,309.0,0.0,0.0
call,799.0,2026-09-24,41.0,0.0,0.0
call,800.0,2026-09-24,224.0,0.0,0.0
call,801.0,2026-09-24,1255.0,0.0,0.0
call,802.0,2026-09-24,53.0,0.0,0.0
call,803.0,2026-09-24,226.0,0.0,0.0
call,804.0,2026-09-24,2682.0,0.0,0.0
call,805.0,2026-09-24,2462.0,0.0,0.0
