tipo,strike,vencimiento,oi,gamma,gex_contrib
call,570.0,2026-09-23,0,0.0,0.0
call,600.0,2026-09-23,0,0.0,0.0
call,605.0,2026-09-23,0,0.0,0.0
call,610.0,2026-09-23,0,0.0,0.0
call,615.0,2026-09-23,0,0.0,0.0
call,620.0,2026-09-23,0,0.0,0.0
call,625.0,2026-09-23,0,0.0,0.0
call,630.0,2026-09-23,0,0.0,0.0
call,635.0,2026-09-23,0,0.0,0.0
call,640.0,2026-09-23,0,0.0,0.0
call,645.0,2026-09-23,0,0.0,0.0
call,650.0,2026-09-23,1,0.0,0.0
call,655.0,2026-09-23,0,0.0,0.0
call,660.0,2026-09-23,0,0.0,0.0
call,665.0,2026-09-23,0,0.0,0.0
call,685.0,2026-09-23,0,0.0,0.0
call,690.0,2026-09-23,1,0.0,0.0
call,695.0,2026-09-23,12,0.0,0.0
call,700.0,2026-09-23,94,0.0,0.0
call,705.0,2026-09-23,95,0.0,0.0
call,710.0,2026-09-23,25,0.0,0.0
call,715.0,2026-09-23,4,0.0,0.0
call,719.0,2026-09-23,1,0.0,0.0
call,720.0,2026-09-23,2,0.0,0.0
call,721.0,2026-09-23,2,0.0,0.0
call,722.0,2026-09-23,1,0.0,0.0
call,723.0,2026-09-23,1,0.0,0.0
call,724.0,2026-09-23,7,0.0,0.0
call,725.0,2026-09-23,14,0.0,0.0
call,726.0,2026-09-23,8,0.0,0.0
call,727.0,2026-09-23,7,0.0,0.0
call,728.0,2026-09-23,14,0.0,0.0
call,729.0,2026-09-23,7,0.0,0.0
call,730.0,2026-09-23,17,0.0,0.0
call,731.0,2026-09-23,14,0.0,0.0
call,732.0,2026-09-23,26,0.0,0.0
call,733.0,2026-09-23,15,0.0,0.0
call,734.0,2026-09-23,34,0.0,0.0
call,735.0,2026-09-23,35,0.0,0.0
call,736.0,2026-09-23,71,0.0,0.0
call,737.0,2026-09-23,23,0.0,0.0
call,738.0,2026-09-23,39,0.0,0.0
call,739.0,2026-09-23,41,0.0,0.0
call,740.0,2026-09-23,90,0.0,0.0
call,741.0,2026-09-23,94,0.0,0.0
call,742.0,2026-09-23,26,0.0,0.0
call,743.0,2026-09-23,44,0.0,0.0
call,744.0,2026-09-23,104,0.0,0.0
call,745.0,2026-09-23,306,0.0,0.0
call,746.0,2026-09-23,207,0.0,0.0
call,747.0,2026-09-23,48,0.0,0.0
call,748.0,2026-09-23,27,0.0,0.0
call,749.0,2026-09-23,124,0.0,0.0
call,750.0,2026-09-23,255,0.0,0.0
call,751.0,2026-09-23,96,0.0,0.0
call,752.0,2026-09-23,470,0.0,0.0
call,753.0,2026-09-23,188,0.0,0.0
call,754.0,2026-09-23,280,0.0,0.0
call,755.0,2026-09-23,289,0.0,0.0
call,756.0,2026-09-23,238,0.0,0.0
call,757.0,2026-09-23,509,0.0,0.0
call,758.0,2026-09-23,699,0.0,0.0
call,759.0,2026-09-23,1153,0.0,0.0
call,760.0,2026-09-23,4177,0.0,0.0
call,761.0,2026-09-23,930,0.0,0.0
call,762.0,2026-09-23,2450,0.0,0.0
call,763.0,2026-09-23,1001,0.0,0.0
call,764.0,2026-09-23,456,0.0,0.0
call,765.0,2026-09-23,3371,0.0,0.0
call,766.0,2026-09-23,1391,0.0,0.0
call,767.0,2026-09-23,2796,0.0,0.0
call,768.0,2026-09-23,1192,0.0,0.0
call,769.0,2026-09-23,1576,0.0,0.0
call,770.0,2026-09-23,3409,0.0,0.0
call,771.0,2026-09-23,1899,0.0,0.0
call,772.0,2026-09-23,3920,0.0,0.0
call,773.0,2026-09-23,2379,0.0,0.0
call,774.0,2026-09-23,2694,0.0,0.0
call,775.0,2026-09-23,4450,0.0,0.0
call,776.0,2026-09-23,3989,0.0,0.0
call,777.0,2026-09-23,2275,0.0,0.0
call,778.0,2026-09-23,3075,0.0,0.0
call,779.0,2026-09-23,4407,0.0,0.0
call,780.0,2026-09-23,16575,0.0,0.0
call,781.0,2026-09-23,2910,0.0,0.0
call,782.0,2026-09-23,2417,0.0,0.0
call,783.0,2026-09-23,3828,0.0,0.0
call,784.0,2026-09-23,1805,0.0,0.0
call,785.0,2026-09-23,4624,0.0,0.0
call,786.0,2026-09-23,1665,0.0,0.0
call,787.0,2026-09-23,379,0.0,0.0
call,788.0,2026-09-23,913,0.0,0.0
call,789.0,2026-09-23,1509,0.0,0.0
call,790.0,2026-09-23,1422,0.0,0.0
call,791.0,2026-09-23,1680,0.0,0.0
call,792.0,2026-09-23,539,0.0,0.0
call,793.0,2026-09-23,936,0.0,0.0
call,794.0,2026-09-23,794,0.0,0.0
call,795.0,2026-09-23,644,0.0,0.0
call,796.0,2026-09-23,284,0.0,0.0
call,797.0,2026-09-23,634,0.0,0.0
call,798.0,2026-09-23,628,0.0,0.0
call,799.0,2026-09-23,127,0.0,0.0
call,800.0,2026-09-23,7372,0.0,0.0
call,801.0,2026-09-23,10719,0.0,0.0
call,802.0,2026-09-23,795,0.0,0.0
call,803.0,2026-09-23,200,0.0,0.0
call,804.0,2026-09-23,1138,0.0,0.0
call,805.0,2026-09-23,84,0.0,0.0
call,806.0,2026-09-23,1504,0.0,0.0
call,807.0,2026-09-23,5384,0.0,0.0
call,808.0,2026-09-23,5374,0.0,0.0
call,810.0,2026-09-23,24,0.0,0.0
call,820.0,2026-09-23,9,0.0,0.0
call,840.0,2026-09-23,43,0.0,0.0
call,870.0,2026-09-23,429,0.0,0.0
call,885.0,2026-09-23,1,0.0,0.0
call,950.0,2026-09-23,1,0.0,0.0
put,550.0,2026-09-23,27,0.0,-0.0
put,560.0,2026-09-23,60,0.0,-0.0
put,565.0,2026-09-23,10,0.0,-0.0
put,570.0,2026-09-23,10,0.0,-0.0
put,575.0,2026-09-23,1,0.0,-0.0
put,580.0,2026-09-23,1,0.0,-0.0
put,585.0,2026-09-23,2,0.0,-0.0
put,590.0,2026-09-23,30,0.0,-0.0
put,600.0,2026-09-23,52,0.0,-0.0
put,605.0,2026-09-23,40,0.0,-0.0
put,610.0,2026-09-23,200,0.0,-0.0
put,615.0,2026-09-23,216,0.0,-0.0
put,620.0,2026-09-23,69,0.0,-0.0
put,625.0,2026-09-23,159,0.0,-0.0
put,630.0,2026-09-23,132,0.0,-0.0
put,635.0,2026-09-23,20,0.0,-0.0
put,640.0,2026-09-23,35,0.0,-0.0
put,645.0,2026-09-23,1,0.0,-0.0
put,650.0,2026-09-23,531,0.0,-0.0
put,655.0,2026-09-23,57,0.0,-0.0
put,660.0,2026-09-23,113,0.0,-0.0
put,665.0,2026-09-23,706,0.0,-0.0
put,670.0,2026-09-23,265,0.0,-0.0
put,675.0,2026-09-23,420,0.0,-0.0
put,680.0,2026-09-23,147,0.0,-0.0
put,685.0,2026-09-23,1540,0.0,-0.0
put,690.0,2026-09-23,1503,0.0,-0.0
put,695.0,2026-09-23,176,0.0,-0.0
put,700.0,2026-09-23,346,0.0,-0.0
put,705.0,2026-09-23,136,0.0,-0.0
put,710.0,2026-09-23,1413,0.0,-0.0
put,715.0,2026-09-23,1116,0.0,-0.0
put,718.0,2026-09-23,221,0.0,-0.0
put,719.0,2026-09-23,432,0.0,-0.0
put,720.0,2026-09-23,602,0.0,-0.0
put,721.0,2026-09-23,910,0.0,-0.0
put,722.0,2026-09-23,884,0.0,-0.0
put,723.0,2026-09-23,107,0.0,-0.0
put,724.0,2026-09-23,391,0.0,-0.0
put,725.0,2026-09-23,2253,0.0,-0.0
put,726.0,2026-09-23,189,0.0,-0.0
put,727.0,2026-09-23,263,0.0,-0.0
put,728.0,2026-09-23,430,0.0,-0.0
put,729.0,2026-09-23,903,0.0,-0.0
put,730.0,2026-09-23,986,0.0,-0.0
put,731.0,2026-09-23,270,0.0,-0.0
put,732.0,2026-09-23,1263,0.0,-0.0
put,733.0,2026-09-23,1917,0.0,-0.0
put,734.0,2026-09-23,1265,0.0,-0.0
put,735.0,2026-09-23,348,0.0,-0.0
put,736.0,2026-09-23,507,0.0,-0.0
put,737.0,2026-09-23,833,0.0,-0.0
put,738.0,2026-09-23,705,0.0,-0.0
put,739.0,2026-09-23,708,0.0,-0.0
put,740.0,2026-09-23,1067,0.0,-0.0
put,741.0,2026-09-23,724,0.0,-0.0
put,742.0,2026-09-23,1064,0.0,-0.0
put,743.0,2026-09-23,657,0.0,-0.0
put,744.0,2026-09-23,825,0.0,-0.0
put,745.0,2026-09-23,5608,0.0,-0.0
put,746.0,2026-09-23,838,0.0,-0.0
put,747.0,2026-09-23,446,0.0,-0.0
put,748.0,2026-09-23,848,0.0,-0.0
put,749.0,2026-09-23,892,0.0,-0.0
put,750.0,2026-09-23,3054,0.0,-0.0
put,751.0,2026-09-23,991,0.0,-0.0
put,752.0,2026-09-23,718,0.0,-0.0
put,753.0,2026-09-23,1722,0.0,-0.0
put,754.0,2026-09-23,3727,0.0,-0.0
put,755.0,2026-09-23,6138,0.0,-0.0
put,756.0,2026-09-23,1987,0.0,-0.0
put,757.0,2026-09-23,2855,0.0,-0.0
put,758.0,2026-09-23,3107,0.0,-0.0
put,759.0,2026-09-23,3928,0.0,-0.0
put,760.0,2026-09-23,4734,0.0,-0.0
put,761.0,2026-09-23,1381,0.0,-0.0
put,762.0,2026-09-23,4124,0.0,-0.0
put,763.0,2026-09-23,2706,0.0,-0.0
put,764.0,2026-09-23,4117,0.0,-0.0
put,765.0,2026-09-23,4108,0.0,-0.0
put,766.0,2026-09-23,1986,0.0,-0.0
put,767.0,2026-09-23,3807,0.0,-0.0
put,768.0,2026-09-23,2945,0.0,-0.0
put,769.0,2026-09-23,1769,0.0,-0.0
put,770.0,2026-09-23,7501,0.0,-0.0
put,771.0,2026-09-23,3297,0.0,-0.0
put,772.0,2026-09-23,2994,0.0,-0.0
put,773.0,2026-09-23,4212,0.0,-0.0
put,774.0,2026-09-23,2883,0.0,-0.0
put,775.0,2026-09-23,2056,0.0,-0.0
put,776.0,2026-09-23,460,0.0,-0.0
put,777.0,2026-09-23,322,0.0,-0.0
put,778.0,2026-09-23,137,0.0,-0.0
put,779.0,2026-09-23,151,0.0,-0.0
put,780.0,2026-09-23,233,0.0,-0.0
put,785.0,2026-09-23,124,0.0,-0.0
put,786.0,2026-09-23,43,0.0,-0.0
put,787.0,2026-09-23,12,0.0,-0.0
put,799.0,2026-09-23,0,0.0,-0.0
put,800.0,2026-09-23,3,0.0,-0.0
put,855.0,2026-09-23,1,0.0,-0.0
call,570.0,2026-09-24,0,3.023114925744706e-06,0.0
call,575.0,2026-09-24,0,3.2765535077172693e-06,0.0
call,580.0,2026-09-24,0,3.7199454370121762e-06,0.0
call,585.0,2026-09-24,0,4.068333662811825e-06,0.0
call,590.0,2026-09-24,0,4.404990923389388e-06,0.0
call,595.0,2026-09-24,0,4.814189534140148e-06,0.0
